GO Term	Fold Change	Unipept	EggNOG	MEGAN	MetaGOmics	MPA	Prophane
nucleobase-containing compound catabolic process	FC (WS / NS)	0 (8.86 / 8.85)	0.05 (15.49 / 14.9)	0.01 (23.25 / 23.07)	0.05 (13.29 / 12.83)	-0.04 (15.13 / 15.59)	0.15 (5.35 / 4.72)
 	Percentile (%)	58.145	39.121	46.874	41.269	53.74	27.411
negative regulation of biological process	FC (WS / NS)	0 (8.72 / 8.71)	-0.06 (13.14 / 13.76)	0.07 (15.45 / 14.64)	-0.04 (13.4 / 13.83)	-0.13 (14 / 15.44)	-
 	Percentile (%)	58.216	59.828	31.595	59.616	65.432	-
organonitrogen compound metabolic process	FC (WS / NS)	0 (14.42 / 14.41)	0.02 (16.89 / 16.66)	0 (24.91 / 24.85)	-0.01 (17.75 / 17.9)	0.04 (24.65 / 23.87)	0.16 (8.97 / 7.93)
 	Percentile (%)	58.324	44.399	50.719	55.78	31.736	25.785
purine-containing compound biosynthetic process	FC (WS / NS)	0 (11 / 10.99)	0.05 (12.77 / 12.31)	0.02 (18.47 / 18.27)	0 (14.67 / 14.64)	-0.04 (19.01 / 19.56)	0.26 (1.94 / 1.46)
 	Percentile (%)	58.36	39.647	45.135	52.632	53.377	14.41
lipopolysaccharide biosynthetic process	FC (WS / NS)	0 (6.48 / 6.48)	0.05 (7.46 / 7.16)	0.03 (11.36 / 11.07)	0.06 (7.6 / 7.25)	0.1 (13.26 / 12.27)	-0.34 (-7.31 / -8.97)
 	Percentile (%)	58.54	39.217	38.683	38.711	23.602	76.815
ion transport	FC (WS / NS)	0 (10.47 / 10.47)	0.02 (12.31 / 12.09)	0.01 (19.71 / 19.54)	0 (14.04 / 14.01)	-0.04 (18.73 / 19.29)	-0.09 (1.92 / 2.1)
 	Percentile (%)	58.612	43.563	46.506	52.73	54.248	56.446
response to stimulus	FC (WS / NS)	0 (10.68 / 10.68)	0 (15.33 / 15.33)	0.03 (20.46 / 20.06)	0.01 (15.69 / 15.58)	-0.03 (16.28 / 16.66)	1.02 (1.61 / 0.28)
 	Percentile (%)	58.648	47.265	40.722	50.812	52.142	2.925
arginyl-tRNA aminoacylation	FC (WS / NS)	0 (7.77 / 7.78)	-1.65 (1 / 5.3)	0.01 (8.64 / 8.55)	-	0 (13.34 / 13.33)	0.02 (-7.74 / -7.65)
 	Percentile (%)	58.684	88.631	45.603	-	43.065	44.962
guanosine-containing compound biosynthetic process	FC (WS / NS)	0 (8.01 / 8.01)	-	0.06 (9.41 / 8.97)	0.1 (9.07 / 8.43)	-0.01 (15.96 / 16.12)	-
 	Percentile (%)	58.756	-	33.133	31.628	49.383	-
guanosine-containing compound metabolic process	FC (WS / NS)	0 (8.12 / 8.13)	0.1 (11.12 / 10.28)	-0.01 (16.5 / 16.66)	0.07 (10.44 / 9.91)	-0.01 (15.96 / 16.14)	0.74 (1.7 / 0.62)
 	Percentile (%)	58.936	33.485	70.545	37.039	49.964	4.225
intracellular transport	FC (WS / NS)	0 (9.15 / 9.15)	0.04 (10.31 / 10.02)	0.03 (13.74 / 13.41)	0.06 (11.13 / 10.65)	-	-0.13 (-7.26 / -7.87)
 	Percentile (%)	58.972	41.557	39.218	39.105	-	60.888
oxoacid metabolic process	FC (WS / NS)	0 (13.47 / 13.48)	-0.01 (14.97 / 15.1)	-0.01 (22.97 / 23.17)	-0.04 (16.44 / 16.93)	0.07 (23.4 / 22.28)	0.11 (5.6 / 5.13)
 	Percentile (%)	59.008	55.887	70.01	59.37	28.831	34.02
carboxylic acid metabolic process	FC (WS / NS)	0 (13.46 / 13.47)	-0.01 (14.81 / 14.92)	-0.01 (22.5 / 22.68)	-0.04 (16.24 / 16.75)	0.07 (23.4 / 22.28)	0.12 (5.1 / 4.63)
 	Percentile (%)	59.044	55.696	69.809	59.518	28.758	33.153
peptide metabolic process	FC (WS / NS)	0 (12.7 / 12.71)	0 (13.14 / 13.15)	-0.01 (20.11 / 20.22)	-0.01 (14.77 / 14.94)	0.04 (23.82 / 23.16)	0.24 (6.77 / 5.57)
 	Percentile (%)	59.079	54.765	68.84	56.272	33.406	15.818
intracellular protein transport	FC (WS / NS)	0 (9.12 / 9.13)	0.04 (9.73 / 9.46)	0.03 (13.1 / 12.77)	0.07 (10.33 / 9.78)	-0.04 (14.58 / 15.01)	-
 	Percentile (%)	59.115	41.82	39.05	36.104	53.45	-
amino sugar metabolic process	FC (WS / NS)	0 (7.34 / 7.35)	-0.13 (9.18 / 10.11)	0.05 (11.68 / 11.27)	0.19 (6.73 / 5.75)	0.13 (13.02 / 11.81)	-0.28 (-4.59 / -5.36)
 	Percentile (%)	59.187	62.527	35.874	22.873	19.971	74.431
'de novo' pyrimidine nucleobase biosynthetic process	FC (WS / NS)	0 (7.34 / 7.35)	-1.05 (1.58 / 4.36)	-0.01 (11.58 / 11.7)	0.07 (7.08 / 6.69)	-0.08 (12.03 / 12.77)	0.01 (-6.98 / -6.92)
 	Percentile (%)	59.223	82.446	70.445	36.252	59.985	45.395
protein metabolic process	FC (WS / NS)	0 (12.77 / 12.79)	0 (15.04 / 14.99)	0 (22.86 / 22.84)	-0.01 (14.63 / 14.73)	0.04 (23.82 / 23.17)	0.19 (8.6 / 7.41)
 	Percentile (%)	59.331	46.597	51.454	55.239	33.769	21.56
organic acid metabolic process	FC (WS / NS)	0 (13.5 / 13.52)	-0.01 (15.19 / 15.34)	-0.01 (23.42 / 23.63)	-0.04 (16.72 / 17.17)	0.07 (23.4 / 22.29)	0.1 (6.06 / 5.58)
 	Percentile (%)	59.367	56.054	70.043	59.174	28.976	34.886
peptide biosynthetic process	FC (WS / NS)	0 (12.67 / 12.69)	0 (13.13 / 13.11)	-0.01 (20.1 / 20.21)	-	0.04 (23.82 / 23.16)	0.24 (6.77 / 5.57)
 	Percentile (%)	59.403	47.098	68.873	-	33.261	15.71
catabolic process	FC (WS / NS)	0 (12.11 / 12.13)	0.03 (16.5 / 16.17)	0 (24.55 / 24.48)	-0.05 (16.04 / 16.6)	0.08 (23.34 / 22.07)	0.12 (6.99 / 6.34)
 	Percentile (%)	59.439	43.205	50.619	60.059	26.071	32.286
cellular protein metabolic process	FC (WS / NS)	0 (12.69 / 12.71)	0 (14.4 / 14.36)	0 (21.83 / 21.87)	-0.01 (14.45 / 14.58)	0.04 (23.82 / 23.16)	0.21 (7.93 / 6.73)
 	Percentile (%)	59.475	46.835	66.934	55.927	33.333	19.718
cellular macromolecule catabolic process	FC (WS / NS)	0 (8.15 / 8.17)	-0.12 (8.74 / 9.55)	-0.11 (11.86 / 12.9)	-0.06 (7.53 / 7.92)	-	-
 	Percentile (%)	59.511	62.097	79.004	61.338	-	-
organic substance catabolic process	FC (WS / NS)	0 (12.09 / 12.12)	0.03 (16.2 / 15.84)	0.01 (24.1 / 23.97)	-0.06 (15.38 / 16.04)	0.08 (23.34 / 22.07)	0.13 (6.56 / 5.9)
 	Percentile (%)	59.547	42.751	48.98	60.944	25.999	29.469
seryl-tRNA aminoacylation	FC (WS / NS)	0 (7.06 / 7.08)	0.02 (6.7 / 6.62)	0 (6.77 / 6.74)	-	-0.11 (11.36 / 12.32)	-0.15 (-6.46 / -7.06)
 	Percentile (%)	59.691	45.02	49.916	-	62.6	61.538
translation	FC (WS / NS)	0 (12.65 / 12.68)	-	-	-	-	0.24 (6.77 / 5.57)
 	Percentile (%)	59.727	-	-	-	-	15.601
establishment of localization in cell	FC (WS / NS)	0 (9.16 / 9.19)	0.03 (10.71 / 10.45)	0.02 (14.56 / 14.32)	0.05 (11.59 / 11.18)	-	-
 	Percentile (%)	59.763	42.465	42.528	41.417	-	-
purine ribonucleotide biosynthetic process	FC (WS / NS)	0 (10.83 / 10.86)	0.05 (11.36 / 10.97)	0.01 (16.74 / 16.59)	0 (13.61 / 13.61)	-0.04 (19 / 19.56)	0.37 (0.21 / -0.06)
 	Percentile (%)	59.799	39.909	46.005	53.714	53.522	10.184
carbohydrate biosynthetic process	FC (WS / NS)	0 (10.25 / 10.28)	-0.02 (11.24 / 11.4)	-0.01 (16.74 / 16.83)	0.02 (12.97 / 12.77)	0.02 (19.22 / 18.95)	0.28 (1 / 0.65)
 	Percentile (%)	59.907	56.604	69.174	47.122	39.143	13.218
porphyrin-containing compound metabolic process	FC (WS / NS)	0 (6.74 / 6.76)	0.22 (10.35 / 8.74)	0.06 (12.26 / 11.75)	0.11 (7.67 / 7.02)	-0.36 (8.7 / 11.46)	-
 	Percentile (%)	60.05	19.083	33.801	29.513	76.906	-
purine nucleotide biosynthetic process	FC (WS / NS)	0 (10.88 / 10.91)	0.05 (11.84 / 11.41)	0.01 (17.45 / 17.29)	0 (14.12 / 14.09)	-0.04 (19 / 19.56)	0.32 (0.77 / 0.42)
 	Percentile (%)	60.086	39.575	46.105	52.484	53.595	11.809
porphyrin-containing compound biosynthetic process	FC (WS / NS)	0 (6.73 / 6.75)	0.24 (9.59 / 7.95)	0.06 (11.26 / 10.75)	-	-0.36 (8.7 / 11.46)	-
 	Percentile (%)	60.122	18.414	32.966	-	76.979	-
drug metabolic process	FC (WS / NS)	0 (11.16 / 11.19)	0 (11.76 / 11.8)	0.01 (15.77 / 15.62)	-0.06 (13.31 / 13.96)	-0.05 (18.87 / 19.63)	-0.05 (-0.75 / -0.74)
 	Percentile (%)	60.158	55.457	45.737	61.387	57.952	52.221
DNA-dependent DNA replication	FC (WS / NS)	0 (7.23 / 7.25)	0.14 (7.75 / 6.92)	-0.05 (10.43 / 10.81)	-	0.13 (14.36 / 12.99)	-0.22 (-10.36 / -11.88)
 	Percentile (%)	60.266	21.185	75.092	-	19.68	67.822
lipid biosynthetic process	FC (WS / NS)	0 (10.58 / 10.61)	-0.04 (10.55 / 10.88)	0 (17.33 / 17.34)	0.01 (11.46 / 11.42)	0.05 (17.43 / 16.82)	0.97 (0.76 / -0.1)
 	Percentile (%)	60.338	58.562	66.8	51.795	30.937	3.25
monovalent inorganic cation transport	FC (WS / NS)	0 (9.8 / 9.84)	0.04 (11.42 / 11.07)	0.02 (17.87 / 17.63)	-0.02 (11.58 / 11.72)	-0.04 (18.71 / 19.27)	-0.28 (0.29 / 0.56)
 	Percentile (%)	60.41	40.912	43.999	56.419	54.103	74.215
DNA integration	FC (WS / NS)	-0.01 (5.49 / 5.52)	-	0.04 (5.32 / 5.13)	-	-	-
 	Percentile (%)	60.554	-	36.744	-	-	-
L-fucose catabolic process	FC (WS / NS)	-0.01 (3.58 / 3.61)	-0.15 (4.75 / 5.36)	-	-	-	-
 	Percentile (%)	60.626	63.076	-	-	-	-
amide biosynthetic process	FC (WS / NS)	-0.01 (12.73 / 12.8)	0 (13.19 / 13.18)	-0.01 (20.12 / 20.23)	-0.02 (14.94 / 15.19)	0.04 (23.82 / 23.17)	0.24 (6.77 / 5.57)
 	Percentile (%)	60.913	47.241	68.907	57.304	33.696	15.926
sulfur compound metabolic process	FC (WS / NS)	-0.01 (10.26 / 10.32)	0.02 (10.93 / 10.77)	-0.03 (16.56 / 16.92)	-0.06 (13.63 / 14.2)	-0.1 (15.26 / 16.41)	1.19 (0.26 / -0.45)
 	Percentile (%)	60.949	44.375	73.755	60.797	61.656	2.492
cellular polysaccharide metabolic process	FC (WS / NS)	-0.01 (8.19 / 8.24)	0.02 (10.29 / 10.12)	0.02 (15.21 / 14.97)	0.03 (11.5 / 11.26)	0 (15.55 / 15.6)	0.08 (-2.31 / -2.24)
 	Percentile (%)	60.985	43.778	42.762	45.155	46.841	36.945
phospholipid metabolic process	FC (WS / NS)	-0.01 (9.47 / 9.53)	-0.14 (7.84 / 8.71)	0.03 (16.22 / 15.84)	-0.07 (9.49 / 9.99)	0.03 (14.94 / 14.66)	-0.83 (-2.08 / -2.93)
 	Percentile (%)	61.057	62.694	39.251	61.535	37.763	91.116
protein transport	FC (WS / NS)	-0.01 (10.3 / 10.38)	0 (10.65 / 10.63)	0 (15.46 / 15.42)	0 (11.65 / 11.67)	0 (16.17 / 16.21)	-
 	Percentile (%)	61.165	46.788	50.451	54.206	46.55	-
monocarboxylic acid biosynthetic process	FC (WS / NS)	-0.01 (9.14 / 9.21)	-0.04 (10.08 / 10.39)	-0.02 (15.37 / 15.62)	0.05 (12.9 / 12.46)	0.07 (16.98 / 16.19)	2.06 (0.11 / -0.74)
 	Percentile (%)	61.201	58.395	72.785	42.007	29.121	0.433
guanosine tetraphosphate metabolic process	FC (WS / NS)	-0.01 (4.39 / 4.43)	-	0.23 (3.91 / 3.17)	-	-3.43 (0 / 9.78)	-
 	Percentile (%)	61.309	-	20.461	-	96.805	-
nitrogen compound transport	FC (WS / NS)	-0.01 (10.62 / 10.7)	0 (10.94 / 10.97)	-0.01 (15.79 / 15.89)	-0.01 (13.28 / 13.37)	-0.01 (16.23 / 16.33)	-0.08 (-4.9 / -5.1)
 	Percentile (%)	61.417	55.219	69.208	55.189	48.003	55.255
reactive nitrogen species metabolic process	FC (WS / NS)	-0.01 (6.75 / 6.81)	0.11 (7.69 / 7.07)	-0.12 (9.91 / 10.84)	-	-	-
 	Percentile (%)	61.561	33.341	79.305	-	-	-
phospholipid biosynthetic process	FC (WS / NS)	-0.01 (9.36 / 9.44)	-0.11 (6.61 / 7.22)	0.01 (14.49 / 14.42)	-0.07 (8.77 / 9.27)	0.02 (14.86 / 14.61)	-0.55 (-2.97 / -3.89)
 	Percentile (%)	61.633	61.786	49.181	61.928	38.562	85.374
cellular amide metabolic process	FC (WS / NS)	-0.01 (12.88 / 13)	0 (13.38 / 13.34)	-0.01 (20.17 / 20.29)	-0.02 (15.76 / 16.04)	0.04 (23.82 / 23.19)	0.24 (6.78 / 5.58)
 	Percentile (%)	61.704	46.692	69.074	57.403	34.423	16.143
cellular lipid metabolic process	FC (WS / NS)	-0.01 (10.65 / 10.75)	-0.02 (12.3 / 12.51)	-0.02 (18.3 / 18.56)	-0.11 (12.42 / 13.52)	0.04 (17.45 / 16.9)	0.64 (1.32 / 0.48)
 	Percentile (%)	61.74	56.962	72.016	66.65	32.171	5.417
SOS response	FC (WS / NS)	-0.01 (7.27 / 7.34)	0.04 (6.46 / 6.28)	0 (9.75 / 9.75)	-	0.01 (13 / 12.91)	0.04 (-11.02 / -10.73)
 	Percentile (%)	61.776	41.915	57.974	-	41.249	43.12
cation transport	FC (WS / NS)	-0.01 (10.25 / 10.35)	0.03 (11.72 / 11.49)	0.01 (18.78 / 18.65)	0 (13.18 / 13.22)	-0.04 (18.72 / 19.29)	-0.16 (1.11 / 1.36)
 	Percentile (%)	61.848	43.229	47.309	54.599	54.321	62.73
protein localization	FC (WS / NS)	-0.01 (10.32 / 10.43)	0.01 (11.54 / 11.45)	-0.01 (17.02 / 17.09)	-0.03 (12.69 / 12.96)	0 (16.17 / 16.22)	-0.08 (-3.75 / -3.91)
 	Percentile (%)	61.884	45.713	68.004	58.091	46.986	55.905
macromolecule localization	FC (WS / NS)	-0.01 (10.32 / 10.43)	0.01 (11.89 / 11.78)	-0.01 (17.53 / 17.63)	-0.03 (12.96 / 13.28)	0 (16.17 / 16.22)	-0.09 (-3.37 / -3.52)
 	Percentile (%)	61.92	45.498	69.04	58.682	47.059	56.555
establishment of protein localization	FC (WS / NS)	-0.01 (10.32 / 10.43)	0 (11.03 / 10.99)	0 (16.29 / 16.26)	-0.02 (12.22 / 12.43)	0 (16.17 / 16.22)	-0.07 (-4.32 / -4.48)
 	Percentile (%)	61.956	46.74	51.053	57.206	47.131	54.713
polysaccharide metabolic process	FC (WS / NS)	-0.01 (8.29 / 8.39)	0.02 (10.87 / 10.72)	0.02 (16.12 / 15.91)	0.03 (12.16 / 11.86)	0 (15.55 / 15.6)	0.11 (-1.62 / -1.58)
 	Percentile (%)	61.992	44.567	44.433	44.417	46.914	33.911
regulation of signal transduction	FC (WS / NS)	-0.01 (3.32 / 3.36)	-0.32 (7.79 / 9.95)	-	-	-	-
 	Percentile (%)	62.172	68.593	-	-	-	-
negative regulation of metabolic process	FC (WS / NS)	-0.02 (8.29 / 8.39)	-0.06 (12.8 / 13.36)	0.07 (14.98 / 14.21)	-0.09 (12.47 / 13.3)	-0.13 (14 / 15.44)	-
 	Percentile (%)	62.208	59.565	31.695	63.994	65.723	-
negative regulation of gene expression	FC (WS / NS)	-0.02 (8.15 / 8.25)	-0.07 (10.15 / 10.73)	0.06 (12.29 / 11.76)	-0.06 (10.2 / 10.68)	-0.13 (14 / 15.4)	-
 	Percentile (%)	62.244	60.449	33.567	61.141	64.924	-
localization	FC (WS / NS)	-0.02 (12.09 / 12.23)	0.01 (14.39 / 14.26)	-0.01 (22.55 / 22.66)	-0.02 (15.64 / 15.83)	-0.04 (19.34 / 19.85)	-0.04 (3.84 / 3.99)
 	Percentile (%)	62.28	45.474	68.606	56.468	52.505	51.571
transport	FC (WS / NS)	-0.02 (12.05 / 12.2)	0.02 (13.69 / 13.51)	0 (21.41 / 21.43)	-0.01 (15.15 / 15.25)	-0.04 (19.34 / 19.85)	-0.07 (2.87 / 3.05)
 	Percentile (%)	62.388	44.686	66.901	55.14	52.433	54.388
establishment of localization	FC (WS / NS)	-0.02 (12.06 / 12.22)	0.02 (14.05 / 13.89)	0 (22.17 / 22.24)	-0.01 (15.39 / 15.53)	-0.04 (19.34 / 19.85)	-0.05 (3.55 / 3.71)
 	Percentile (%)	62.46	44.949	67.77	56.026	52.578	52.329
alcohol metabolic process	FC (WS / NS)	-0.02 (8.64 / 8.76)	-0.03 (9.3 / 9.55)	-0.1 (13.44 / 14.52)	-0.09 (12.01 / 12.86)	0 (15.22 / 15.17)	-0.16 (-7.08 / -7.79)
 	Percentile (%)	62.496	58.013	78.669	64.535	42.193	62.297
vitamin biosynthetic process	FC (WS / NS)	-0.02 (8.75 / 8.88)	-	-	-	-	-
 	Percentile (%)	62.567	-	-	-	-	-
water-soluble vitamin biosynthetic process	FC (WS / NS)	-0.02 (8.74 / 8.87)	0.01 (9.1 / 9.04)	0.02 (14.66 / 14.45)	-0.02 (9.07 / 9.22)	-0.08 (12.76 / 13.55)	-0.5 (-2.5 / -3.12)
 	Percentile (%)	62.639	46.119	43.798	56.96	60.203	83.965
alanine metabolic process	FC (WS / NS)	-0.02 (6.58 / 6.69)	0.21 (9.04 / 7.67)	0.01 (9.8 / 9.71)	0.09 (9.03 / 8.42)	0.19 (13.79 / 11.98)	-0.32 (-6.36 / -7.7)
 	Percentile (%)	62.675	19.537	46.239	32.661	15.832	76.273
pyruvate family amino acid metabolic process	FC (WS / NS)	-0.02 (6.58 / 6.69)	0.17 (9.6 / 8.43)	0.02 (10.65 / 10.5)	0.08 (9.62 / 9.02)	0.19 (13.79 / 11.98)	-0.36 (-5.78 / -7.11)
 	Percentile (%)	62.711	20.54	44.233	34.235	15.904	78.332
L-methionine salvage	FC (WS / NS)	-0.02 (4.58 / 4.66)	-	0.01 (8.63 / 8.54)	-	-	-
 	Percentile (%)	62.783	-	45.537	-	-	-
deoxyribonucleoside triphosphate metabolic process	FC (WS / NS)	-0.02 (4.58 / 4.66)	-	0.08 (9.2 / 8.63)	-2.56 (0 / 4.91)	-	-
 	Percentile (%)	62.819	-	30.425	96.95	-	-
pyrimidine deoxyribonucleoside triphosphate metabolic process	FC (WS / NS)	-0.02 (4.58 / 4.66)	-	0.05 (8.03 / 7.69)	-2.56 (0 / 4.91)	-	-
 	Percentile (%)	62.855	-	34.169	97	-	-
pteridine-containing compound metabolic process	FC (WS / NS)	-0.02 (8.16 / 8.28)	0.3 (7.88 / 6.23)	-0.01 (14.3 / 14.36)	-0.09 (10.52 / 11.28)	-	-
 	Percentile (%)	62.891	16.862	68.238	64.683	-	-
alpha-amino acid metabolic process	FC (WS / NS)	-0.02 (11.77 / 11.95)	-0.03 (12.81 / 13.08)	0 (19.93 / 19.99)	-0.07 (14.28 / 15.1)	-0.13 (16.97 / 18.69)	0.12 (2.18 / 1.92)
 	Percentile (%)	62.927	57.464	67.603	62.518	65.505	32.178
isoprenoid metabolic process	FC (WS / NS)	-0.02 (7.97 / 8.1)	-0.06 (5.73 / 5.99)	-0.01 (13.49 / 13.63)	-0.07 (8.28 / 8.77)	-0.06 (13.05 / 13.61)	-
 	Percentile (%)	63.035	59.47	70.612	62.469	58.17	-
ADP-L-glycero-beta-D-manno-heptose biosynthetic process	FC (WS / NS)	-0.02 (5.39 / 5.49)	-	-2.52 (0 / 4.75)	-	2.85 (6.22 / 0)	-
 	Percentile (%)	63.107	-	98.83	-	2.76	-
vitamin metabolic process	FC (WS / NS)	-0.02 (8.76 / 8.91)	0.01 (10.57 / 10.47)	0.01 (16.47 / 16.31)	0.03 (11.52 / 11.29)	-0.08 (12.76 / 13.55)	-3.94 (-1.04 / -1.66)
 	Percentile (%)	63.143	45.355	45.503	45.401	60.058	95.666
fatty acid metabolic process	FC (WS / NS)	-0.02 (9.05 / 9.21)	0 (11.53 / 11.54)	-0.07 (15.4 / 16.25)	-0.15 (11.24 / 12.59)	-	1.94 (0.13 / -0.71)
 	Percentile (%)	63.179	55.004	76.663	70.29	-	0.758
cellular amino acid metabolic process	FC (WS / NS)	-0.02 (12.75 / 12.96)	-0.02 (13.94 / 14.1)	-0.01 (21.38 / 21.48)	-0.07 (14.98 / 15.76)	-0.1 (18.45 / 19.8)	0.1 (3.44 / 3.15)
 	Percentile (%)	63.215	56.317	68.572	61.682	61.365	35.32
negative regulation of macromolecule metabolic process	FC (WS / NS)	-0.02 (8.22 / 8.36)	-0.06 (12.05 / 12.64)	0.07 (13.94 / 13.23)	-0.09 (11.52 / 12.37)	-0.13 (14 / 15.44)	-
 	Percentile (%)	63.287	59.947	31.729	65.076	65.577	-
water-soluble vitamin metabolic process	FC (WS / NS)	-0.02 (8.75 / 8.91)	0.01 (10.04 / 10)	0.02 (15.69 / 15.48)	0.02 (11.08 / 10.9)	-0.08 (12.76 / 13.55)	-1.12 (-1.54 / -2.18)
 	Percentile (%)	63.323	46.429	44.266	47.024	60.131	92.849
lipid metabolic process	FC (WS / NS)	-0.02 (10.69 / 10.88)	-0.03 (12.81 / 13.05)	-0.02 (19.26 / 19.51)	-0.09 (13.06 / 13.98)	0.04 (17.45 / 16.9)	0.42 (2.2 / 1.39)
 	Percentile (%)	63.359	57.153	71.648	64.486	32.389	8.234
folic acid-containing compound metabolic process	FC (WS / NS)	-0.02 (8.04 / 8.19)	0.32 (7.43 / 5.76)	-0.01 (13.39 / 13.47)	-0.1 (10.11 / 10.9)	-	-
 	Percentile (%)	63.394	16.384	68.974	65.568	-	-
peptide transport	FC (WS / NS)	-0.02 (10.36 / 10.55)	0 (10.67 / 10.68)	0 (15.47 / 15.44)	-0.03 (12.15 / 12.47)	-	-
 	Percentile (%)	63.43	54.813	50.919	58.928	-	-
cellular polysaccharide biosynthetic process	FC (WS / NS)	-0.02 (8.03 / 8.18)	0.07 (9.2 / 8.73)	0.01 (13.8 / 13.69)	0.04 (10.43 / 10.09)	0 (15.55 / 15.6)	0.05 (-3.31 / -3.24)
 	Percentile (%)	63.466	36.876	46.907	42.646	46.768	42.145
monocarboxylic acid catabolic process	FC (WS / NS)	-0.03 (4.39 / 4.49)	0.09 (9.42 / 8.81)	-0.3 (11.09 / 13.9)	-0.13 (9.68 / 10.66)	-	-
 	Percentile (%)	63.538	34.559	85.022	68.864	-	-
GMP biosynthetic process	FC (WS / NS)	-0.03 (7.77 / 7.93)	-	0.03 (7.73 / 7.57)	-	-0.01 (15.96 / 16.12)	-0.62 (-4.42 / -6.25)
 	Percentile (%)	63.826	-	40.956	-	49.455	87.541
cellular response to oxidative stress	FC (WS / NS)	-0.03 (3 / 3.08)	-	-	-	-	-
 	Percentile (%)	63.898	-	-	-	-	-
hydrogen sulfide biosynthetic process	FC (WS / NS)	-0.03 (3 / 3.08)	-0.93 (0 / 0.91)	0.84 (2.58 / 1)	-	-	-
 	Percentile (%)	63.934	81.299	11.1	-	-	-
intracellular protein transmembrane transport	FC (WS / NS)	-0.03 (7.76 / 7.93)	-0.03 (7.28 / 7.46)	-0.02 (9.38 / 9.52)	-	-0.05 (13.44 / 13.98)	-
 	Percentile (%)	63.97	57.774	72.049	-	57.734	-
histidyl-tRNA aminoacylation	FC (WS / NS)	-0.03 (5.95 / 6.1)	-0.02 (5.52 / 5.63)	-0.12 (5.39 / 5.95)	-	-0.6 (7.61 / 12)	-
 	Percentile (%)	64.222	57.034	79.706	-	80.102	-
DNA metabolic process	FC (WS / NS)	-0.03 (9.98 / 10.22)	0.01 (10.26 / 10.21)	-0.01 (17.23 / 17.38)	-0.09 (8.29 / 8.9)	0.07 (15.29 / 14.47)	-0.74 (-2.78 / -3.97)
 	Percentile (%)	64.365	46.501	69.977	64.584	26.652	90.033
tetrahydrofolate metabolic process	FC (WS / NS)	-0.03 (7.85 / 8.04)	0.48 (5.98 / 3.99)	-0.05 (10.8 / 11.25)	-0.13 (9.32 / 10.29)	-	-
 	Percentile (%)	64.401	12.825	75.627	69.061	-	-
organic hydroxy compound metabolic process	FC (WS / NS)	-0.03 (8.99 / 9.2)	-0.09 (9.82 / 10.52)	-0.05 (15.11 / 15.67)	-0.08 (12.51 / 13.25)	-0.01 (15.24 / 15.4)	-0.42 (-2.77 / -3.36)
 	Percentile (%)	64.437	60.807	75.226	62.666	49.673	80.932
RNA catabolic process	FC (WS / NS)	-0.04 (7.7 / 7.92)	-0.15 (7.69 / 8.65)	-	-	-	-
 	Percentile (%)	64.797	63.267	-	-	-	-
positive regulation of cellular process	FC (WS / NS)	-0.04 (5.98 / 6.15)	-0.13 (10.7 / 11.79)	0.01 (12.96 / 12.87)	0.05 (13.52 / 13.05)	-	-
 	Percentile (%)	64.833	62.575	48.479	41.564	-	-
isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	FC (WS / NS)	-0.04 (7.71 / 7.93)	-	-0.02 (10.95 / 11.14)	-	-0.06 (13.05 / 13.61)	-0.13 (-7.32 / -7.93)
 	Percentile (%)	64.869	-	72.718	-	58.315	60.455
aromatic amino acid family biosynthetic process, prephenate pathway	FC (WS / NS)	-0.04 (2.81 / 2.91)	-0.11 (6.58 / 7.17)	-	-	-	-
 	Percentile (%)	64.977	61.595	-	-	-	-
coenzyme metabolic process	FC (WS / NS)	-0.04 (10.12 / 10.42)	0.07 (11.78 / 11.17)	0.01 (18.37 / 18.2)	0.01 (14.96 / 14.88)	-0.08 (15.51 / 16.48)	0.36 (1.8 / 1.19)
 	Percentile (%)	65.192	36.016	45.804	51.451	60.566	10.401
glutamyl-tRNA aminoacylation	FC (WS / NS)	-0.04 (6.79 / 7)	-0.6 (1.58 / 2.91)	-0.01 (6.77 / 6.81)	-	0.13 (11.81 / 10.72)	-0.29 (-9.17 / -10.98)
 	Percentile (%)	65.264	74.015	68.773	-	20.407	75.081
regulation of DNA metabolic process	FC (WS / NS)	-0.04 (4.46 / 4.61)	-0.19 (6.41 / 7.47)	-0.05 (8.72 / 9.07)	-0.25 (5.95 / 7.26)	-3.49 (0 / 10.26)	-
 	Percentile (%)	65.3	64.844	75.359	74.225	97.386	-
membrane fusion involved in viral entry into host cell	FC (WS / NS)	-0.04 (3.58 / 3.71)	-	-	-	-	-
 	Percentile (%)	65.408	-	-	-	-	-
chemotaxis	FC (WS / NS)	-0.04 (5.04 / 5.23)	-0.85 (3.32 / 6.78)	-0.62 (3.58 / 6.04)	-1.2 (3.17 / 8.6)	1.49 (1.81 / 0)	-
 	Percentile (%)	65.516	76.714	89.067	87.949	7.117	-
terpenoid biosynthetic process	FC (WS / NS)	-0.04 (7.73 / 8)	-0.04 (4 / 4.15)	-	-0.08 (7.28 / 7.77)	-0.06 (13.05 / 13.61)	-
 	Percentile (%)	65.552	58.706	-	63.305	58.243	-
