GO Term	Fold Change	Unipept	EggNOG	MEGAN	MetaGOmics	MPA	Prophane
 	Percentile (%)	52.206	36.59	44.152	48.095	52.861	12.763
cation channel activity	FC (WS / NS)	0.03 (9.48 / 9.28)	0.07 (9 / 8.54)	0.02 (13.2 / 12.96)	0.02 (9.25 / 9.13)	-0.05 (19.1 / 19.77)	0.3 (-3.18 / -2.76)
 	Percentile (%)	52.281	37.816	43.946	48.032	52.767	12.473
5'-nucleotidase activity	FC (WS / NS)	0.03 (4.09 / 3.99)	0.44 (1.58 / 0.91)	-0.11 (4.7 / 5.17)	-	-	-
 	Percentile (%)	52.331	16.866	77.226	-	-	-
large ribosomal subunit rRNA binding	FC (WS / NS)	0.03 (8.1 / 7.94)	0.08 (6.94 / 6.52)	-	-	0.1 (14.63 / 13.55)	-
 	Percentile (%)	52.431	35.984	-	-	23.827	-
transporter activity	FC (WS / NS)	0.03 (11.41 / 11.19)	0.02 (13.87 / 13.62)	0.01 (21.05 / 20.87)	0 (13.89 / 13.94)	-0.05 (19.19 / 19.83)	-0.19 (2.18 / 2.63)
 	Percentile (%)	52.556	43.578	48.272	52.635	52.345	64.54
amino acid transmembrane transporter activity	FC (WS / NS)	0.03 (6.69 / 6.55)	0.08 (5.78 / 5.43)	-0.38 (7.71 / 10.35)	0.05 (8.72 / 8.36)	-0.62 (5.57 / 9.1)	-
 	Percentile (%)	52.607	36.139	84.161	41.079	78.283	-
UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity	FC (WS / NS)	0.03 (4.32 / 4.23)	-0.93 (0 / 0.91)	0.15 (4.75 / 4.17)	-	-0.33 (7.63 / 9.81)	-
 	Percentile (%)	52.632	75.415	27.283	-	72.608	-
phosphate acetyltransferase activity	FC (WS / NS)	0.03 (7.76 / 7.61)	0.02 (7.56 / 7.42)	0.01 (9.82 / 9.72)	0.05 (7.61 / 7.31)	-0.02 (12.14 / 12.32)	-0.54 (-3.14 / -4.11)
 	Percentile (%)	52.657	43.702	47.745	41.714	47.373	85.497
transmembrane transporter activity	FC (WS / NS)	0.03 (11.35 / 11.14)	0.03 (13.57 / 13.29)	0.02 (20.15 / 19.87)	0 (13.89 / 13.94)	-0.05 (19.19 / 19.83)	-0.25 (1.54 / 2.02)
 	Percentile (%)	52.707	43.33	46.098	52.667	52.392	70.196
undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity	FC (WS / NS)	0.03 (4.39 / 4.3)	0.29 (4.32 / 3.36)	0.17 (4 / 3.46)	-	-	-
 	Percentile (%)	52.732	20.888	26.413	-	-	-
UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity	FC (WS / NS)	0.03 (4.39 / 4.3)	-	0.17 (4 / 3.46)	-	-	-
 	Percentile (%)	52.757	-	26.436	-	-	-
monovalent inorganic cation transmembrane transporter activity	FC (WS / NS)	0.02 (9.73 / 9.55)	0.04 (10.95 / 10.59)	0.02 (16.05 / 15.81)	-0.02 (11.21 / 11.41)	-0.05 (19.1 / 19.77)	3.32 (-1.58 / -1.06)
 	Percentile (%)	52.832	41.171	45.571	54.635	52.908	0.363
ribosomal large subunit binding	FC (WS / NS)	0.02 (5.95 / 5.84)	0.08 (6.04 / 5.69)	0 (2.32 / 2.32)	-0.16 (5.83 / 6.61)	2.84 (6.15 / 0)	-
 	Percentile (%)	52.932	36.294	61.295	66.984	3.377	-
phosphotransferase activity, carboxyl group as acceptor	FC (WS / NS)	0.02 (9.64 / 9.46)	-0.27 (5.32 / 6.61)	0.03 (12.59 / 12.34)	0.03 (9 / 8.83)	-0.01 (17.05 / 17.18)	1.96 (0.35 / -0.65)
 	Percentile (%)	52.957	62.354	43.488	45.778	45.497	0.653
transcription regulator activity	FC (WS / NS)	0.02 (9.46 / 9.28)	0.01 (9.9 / 9.79)	0.02 (15.89 / 15.63)	-0.02 (9.96 / 10.14)	0.05 (14.81 / 14.26)	-0.3 (-2.31 / -2.61)
 	Percentile (%)	52.982	44.96	44.633	54.794	29.972	75.489
peroxiredoxin activity	FC (WS / NS)	0.02 (7.39 / 7.25)	0.48 (7.38 / 4.99)	0.09 (8.9 / 8.29)	-	-0.33 (9 / 11.54)	0.36 (-5.35 / -4.4)
 	Percentile (%)	53.108	15.919	32.593	-	72.655	10.587
inorganic cation transmembrane transporter activity	FC (WS / NS)	0.02 (10.09 / 9.91)	0.04 (11.6 / 11.29)	0.02 (17.24 / 17.04)	0 (12.07 / 12.1)	-0.05 (19.11 / 19.79)	-3.77 (-0.96 / -0.42)
 	Percentile (%)	53.133	42.149	47.059	52.444	53.424	96.084
protein disulfide oxidoreductase activity	FC (WS / NS)	0.02 (8.23 / 8.09)	-0.18 (2.58 / 3.08)	-0.01 (10.85 / 10.9)	-	-0.08 (11.26 / 11.97)	0.25 (-6.8 / -5.87)
 	Percentile (%)	53.158	60.211	66.56	-	57.505	15.301
[acyl-carrier-protein] S-malonyltransferase activity	FC (WS / NS)	0.02 (6.67 / 6.55)	0.3 (6.23 / 4.86)	0.01 (6.55 / 6.52)	-	-0.14 (9.8 / 10.91)	0.38 (-8.95 / -7.1)
 	Percentile (%)	53.183	20.422	50.881	-	63.368	9.862
S-malonyltransferase activity	FC (WS / NS)	0.02 (6.67 / 6.55)	0.26 (7.23 / 5.86)	0.01 (7.55 / 7.52)	-	-0.14 (9.8 / 10.91)	0.4 (-8.63 / -6.78)
 	Percentile (%)	53.208	21.634	51.11	-	63.415	8.92
malonyltransferase activity	FC (WS / NS)	0.02 (6.67 / 6.55)	0.24 (7.81 / 6.44)	0 (8.14 / 8.11)	-	-0.14 (9.8 / 10.91)	0.42 (-8.36 / -6.51)
 	Percentile (%)	53.233	22.348	51.225	-	63.462	8.774
malate dehydrogenase activity	FC (WS / NS)	0.02 (8.14 / 8)	0.05 (8.41 / 8.11)	0.06 (12.72 / 12.14)	0.06 (9.2 / 8.75)	0.01 (10.84 / 10.73)	NaN (-0.82 / -2.32)
 	Percentile (%)	53.258	40.503	36.164	38.698	38.837	97.607
active ion transmembrane transporter activity	FC (WS / NS)	0.02 (8.83 / 8.68)	0.06 (10.99 / 10.5)	0.03 (16.35 / 16.04)	0 (11.82 / 11.81)	-0.43 (9.92 / 13.7)	NaN (-1.34 / -0.76)
 	Percentile (%)	53.333	38.733	43.557	51.492	76.032	98.332
ion transmembrane transporter activity	FC (WS / NS)	0.02 (10.52 / 10.34)	0.03 (12.4 / 12.12)	0.02 (18.66 / 18.44)	0.01 (13.15 / 13.04)	-0.05 (19.11 / 19.79)	-0.53 (0.17 / 0.69)
 	Percentile (%)	53.509	42.957	46.693	49.429	53.471	85.279
cysteine desulfurase activity	FC (WS / NS)	0.02 (5.17 / 5.08)	-1.54 (0 / 1.91)	-0.09 (5.58 / 6)	-	-0.37 (5.14 / 6.91)	-
 	Percentile (%)	53.534	86.395	75.944	-	74.296	-
acetylglucosaminyltransferase activity	FC (WS / NS)	0.02 (5.39 / 5.3)	0.25 (5.39 / 4.36)	0.09 (6 / 5.55)	-	-	-
 	Percentile (%)	53.634	22.022	32.341	-	-	-
hydrolase activity	FC (WS / NS)	0.02 (13.6 / 13.39)	0.04 (14.57 / 14.17)	0.01 (23.11 / 22.95)	0.01 (15.59 / 15.47)	0.04 (24.02 / 23.39)	0.18 (4.88 / 4.19)
 	Percentile (%)	53.659	41.963	48.867	49.27	34.146	23.35
catalytic activity, acting on a tRNA	FC (WS / NS)	0.02 (11.65 / 11.47)	0.01 (11.8 / 11.72)	0 (16.49 / 16.53)	0.02 (11.48 / 11.34)	-0.04 (17.38 / 17.92)	NaN (-0.95 / -1.77)
 	Percentile (%)	53.709	45.551	65.759	48.222	51.642	99.927
DNA-binding transcription factor activity	FC (WS / NS)	0.02 (9.23 / 9.09)	0.02 (8.7 / 8.54)	0.02 (14.88 / 14.62)	0.07 (9.29 / 8.83)	0.05 (14.78 / 14.26)	-0.22 (-2.79 / -3.08)
 	Percentile (%)	53.81	43.811	44.015	38.476	30.394	67.15
organic acid transmembrane transporter activity	FC (WS / NS)	0.02 (6.86 / 6.75)	0.01 (6.57 / 6.53)	-0.23 (10.05 / 11.97)	0.03 (9.14 / 8.93)	-0.64 (5.57 / 9.25)	-
 	Percentile (%)	53.835	45.784	81.392	45.27	78.94	-
carboxylic acid transmembrane transporter activity	FC (WS / NS)	0.02 (6.86 / 6.75)	0 (6.27 / 6.28)	-0.25 (9.36 / 11.32)	0.03 (8.95 / 8.71)	-0.64 (5.57 / 9.25)	-
 	Percentile (%)	53.86	52.322	81.849	44.762	78.987	-
adenyl nucleotide binding	FC (WS / NS)	0.02 (13.55 / 13.35)	0.07 (12.3 / 11.67)	0.01 (22.99 / 22.8)	0.02 (14.89 / 14.63)	-0.01 (25.67 / 25.78)	0.24 (5.71 / 4.69)
 	Percentile (%)	53.91	37.599	48.341	46.19	44.559	16.534
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	FC (WS / NS)	0.02 (9.68 / 9.54)	0.08 (8.98 / 8.43)	-0.01 (15.72 / 15.8)	-0.08 (9.52 / 10.12)	-0.07 (14.69 / 15.52)	0.5 (-2.64 / -2.16)
 	Percentile (%)	54.035	35.782	66.606	59.206	56.848	7.179
adenyl ribonucleotide binding	FC (WS / NS)	0.02 (13.54 / 13.35)	0.07 (11.71 / 11.08)	0.01 (22.4 / 22.21)	0.02 (14.31 / 14.06)	-0.01 (25.67 / 25.78)	0.27 (5.23 / 4.18)
 	Percentile (%)	54.11	36.357	48.295	46.159	44.418	14.068
ATP binding	FC (WS / NS)	0.02 (13.53 / 13.35)	0.09 (10.71 / 10.01)	0.01 (21.39 / 21.2)	0.03 (13.25 / 12.98)	-0.01 (25.67 / 25.78)	0.33 (4.53 / 3.4)
 	Percentile (%)	54.135	35.176	48.043	45.556	44.465	11.095
metallopeptidase activity	FC (WS / NS)	0.02 (9.69 / 9.55)	0.07 (7.97 / 7.57)	0.01 (14.39 / 14.23)	0 (10.15 / 10.19)	-0.06 (15.19 / 15.84)	-0.09 (-5.57 / -5.86)
 	Percentile (%)	54.211	37.941	47.242	52.603	55.113	55.547
drug binding	FC (WS / NS)	0.02 (13.73 / 13.55)	0.03 (10.98 / 10.77)	0.01 (21.41 / 21.24)	0.02 (14.41 / 14.21)	-0.01 (25.68 / 25.79)	0.32 (4.58 / 3.46)
 	Percentile (%)	54.286	43.438	48.386	47.81	44.512	11.675
hydroxymethyl-, formyl- and related transferase activity	FC (WS / NS)	0.02 (7.65 / 7.56)	-0.12 (4.52 / 4.99)	-0.07 (10.35 / 10.89)	-0.1 (7.71 / 8.31)	-0.01 (11.94 / 12.06)	-0.12 (-5.49 / -5.87)
 	Percentile (%)	54.787	58.146	74.617	61.81	46.154	58.158
anion transmembrane transporter activity	FC (WS / NS)	0.02 (7.67 / 7.57)	-0.03 (6.97 / 7.13)	-0.1 (11.79 / 12.72)	0.05 (9.08 / 8.73)	-0.36 (6.99 / 9.27)	0.05 (-5.16 / -5.01)
 	Percentile (%)	54.812	54.387	76.654	42.095	74.25	39.014
aminoacyl-tRNA ligase activity	FC (WS / NS)	0.02 (11.25 / 11.12)	0 (11.05 / 11.04)	0 (15.49 / 15.54)	-0.01 (9.07 / 9.16)	-0.05 (16.5 / 17.08)	-1.34 (-1.56 / -2.41)
 	Percentile (%)	54.887	46.436	66.217	53.492	52.58	94.271
ligase activity, forming carbon-oxygen bonds	FC (WS / NS)	0.02 (11.25 / 11.12)	0 (12.05 / 12.04)	0 (17.01 / 17.06)	-0.01 (9.07 / 9.16)	-0.05 (16.5 / 17.08)	NaN (-0.53 / -1.34)
 	Percentile (%)	54.912	46.451	65.988	53.524	52.627	97.825
cation transmembrane transporter activity	FC (WS / NS)	0.02 (10.13 / 10.02)	0.03 (11.85 / 11.57)	0.02 (17.96 / 17.74)	0 (12.36 / 12.36)	-0.05 (19.11 / 19.79)	-1.18 (-0.6 / -0.09)
 	Percentile (%)	55.063	42.771	46.67	51.714	53.518	93.981
serine-type endopeptidase activity	FC (WS / NS)	0.01 (8.29 / 8.2)	-0.05 (5.75 / 5.97)	0.01 (11.24 / 11.14)	-	-0.25 (12.45 / 14.94)	-0.28 (-7.51 / -8.91)
 	Percentile (%)	55.138	55.381	47.906	-	67.917	74.257
nicotinate-nucleotide diphosphorylase (carboxylating) activity	FC (WS / NS)	0.01 (5.64 / 5.58)	-	0.08 (5.32 / 5)	-	-0.14 (7.38 / 8.2)	-
 	Percentile (%)	55.188	-	34.173	-	63.039	-
transferase activity	FC (WS / NS)	0.01 (13.98 / 13.83)	-0.02 (14.03 / 14.25)	0 (22.55 / 22.49)	0 (14.92 / 14.93)	0 (21.8 / 21.86)	0.17 (5 / 4.34)
 	Percentile (%)	55.238	53.611	51.774	52.032	43.902	23.713
purine nucleotide binding	FC (WS / NS)	0.01 (13.89 / 13.74)	0.07 (13.57 / 12.92)	0.01 (23.93 / 23.79)	0.02 (15.75 / 15.54)	0 (26.13 / 26.06)	0.2 (6.7 / 5.72)
 	Percentile (%)	55.263	37.987	50.057	47.778	40.338	21.32
purine ribonucleotide binding	FC (WS / NS)	0.01 (13.88 / 13.74)	0.07 (12.84 / 12.19)	0.01 (23.16 / 23.01)	0.02 (15.01 / 14.79)	0 (26.13 / 26.06)	0.22 (6.03 / 5.03)
 	Percentile (%)	55.363	37.63	49.714	47.619	40.244	18.202
purine ribonucleoside triphosphate binding	FC (WS / NS)	0.01 (13.88 / 13.74)	0.08 (12.11 / 11.37)	0.01 (22.64 / 22.5)	0.02 (14.42 / 14.2)	0 (26.13 / 26.06)	0.24 (5.63 / 4.61)
 	Percentile (%)	55.388	35.596	50.08	47.238	40.291	16.389
serine-tRNA ligase activity	FC (WS / NS)	0.01 (7.17 / 7.1)	0.02 (6.7 / 6.62)	0 (6.77 / 6.74)	-	-0.11 (11.36 / 12.32)	-0.13 (-5.32 / -5.73)
 	Percentile (%)	55.439	44.805	51.133	-	59.803	59.463
metal ion binding	FC (WS / NS)	0.01 (13.73 / 13.6)	0 (12.86 / 12.89)	0.01 (22.39 / 22.19)	0.01 (14.48 / 14.38)	0.04 (24.65 / 23.98)	0.26 (5.01 / 4.01)
 	Percentile (%)	55.539	52.306	48.02	50	33.302	14.358
channel activity	FC (WS / NS)	0.01 (9.79 / 9.7)	-0.05 (9.13 / 9.49)	0.01 (13.3 / 13.2)	-0.07 (10.69 / 11.23)	-0.05 (19.11 / 19.77)	0.3 (-3.18 / -2.76)
 	Percentile (%)	55.564	55.537	48.821	57.81	53.002	12.618
passive transmembrane transporter activity	FC (WS / NS)	0.01 (9.79 / 9.7)	-0.07 (9.18 / 9.71)	0.01 (13.36 / 13.31)	-0.06 (11.06 / 11.61)	-0.05 (19.11 / 19.77)	0.3 (-3.18 / -2.76)
 	Percentile (%)	55.589	56.717	51.064	57.778	53.049	12.69
transmembrane signaling receptor activity	FC (WS / NS)	0.01 (6.98 / 6.92)	-3.16 (0 / 7.96)	1 (1 / 0)	-	-0.05 (10.13 / 10.52)	-
 	Percentile (%)	55.689	99.736	8.972	-	53.799	-
signaling receptor activity	FC (WS / NS)	0.01 (6.98 / 6.92)	-2.2 (1 / 8.2)	0 (9.68 / 9.67)	-	-0.05 (10.13 / 10.52)	0.06 (-10.25 / -9.86)
 	Percentile (%)	55.714	92.204	52.461	-	53.752	37.636
carboxylic ester hydrolase activity	FC (WS / NS)	0.01 (8.79 / 8.72)	0.06 (8.86 / 8.47)	0 (12.34 / 12.36)	2.41 (4.32 / 0)	-0.06 (15.83 / 16.5)	-
 	Percentile (%)	55.739	38.904	65.576	1.333	55.159	-
ATPase activity	FC (WS / NS)	0.01 (10.77 / 10.69)	0.05 (11.7 / 11.29)	0.03 (18.62 / 18.25)	0.02 (12.15 / 11.96)	-0.02 (18.56 / 18.86)	-0.18 (-0.62 / -0.57)
 	Percentile (%)	55.84	40.441	43.03	46.921	47.561	63.452
2 iron, 2 sulfur cluster binding	FC (WS / NS)	0.01 (7.54 / 7.48)	-1.49 (1 / 4.61)	0.01 (12.13 / 12.01)	-	-0.01 (9.93 / 9.96)	-0.02 (-9.81 / -9.9)
 	Percentile (%)	55.915	85.137	47.631	-	44.371	49.311
acetylornithine deacetylase activity	FC (WS / NS)	0.01 (5.83 / 5.79)	-	-0.11 (6.83 / 7.48)	-2.48 (0 / 4.58)	0.11 (4.57 / 4.17)	-
 	Percentile (%)	55.94	-	77.157	94.984	23.311	-
carboxyl- or carbamoyltransferase activity	FC (WS / NS)	0.01 (9.09 / 9.03)	-0.19 (5.32 / 6.19)	-0.02 (11.86 / 12.08)	-0.03 (8.77 / 8.95)	-0.05 (12.23 / 12.72)	0.14 (-2.84 / -2.67)
 	Percentile (%)	55.965	60.351	71.252	55.048	54.503	27.701
ribonucleotide binding	FC (WS / NS)	0.01 (13.89 / 13.8)	0.06 (13.24 / 12.62)	0.01 (23.68 / 23.56)	0.01 (15.49 / 15.36)	0 (26.13 / 26.06)	0.21 (6.49 / 5.49)
 	Percentile (%)	55.99	38.143	50.469	49.143	40.385	20.087
carbohydrate derivative binding	FC (WS / NS)	0.01 (13.94 / 13.85)	0.07 (14.19 / 13.52)	0.01 (24.78 / 24.66)	0.01 (15.87 / 15.74)	0 (26.14 / 26.06)	0.17 (7.52 / 6.55)
 	Percentile (%)	56.015	37.956	50.675	49.492	40.432	23.568
nucleotide binding	FC (WS / NS)	0.01 (14.22 / 14.13)	0.06 (14.1 / 13.51)	0.01 (24.66 / 24.54)	0.01 (16.39 / 16.25)	0 (26.15 / 26.07)	0.18 (7.39 / 6.42)
 	Percentile (%)	56.04	39.059	50.584	49.333	40.478	23.205
nucleoside phosphate binding	FC (WS / NS)	0.01 (14.22 / 14.13)	0.06 (14.45 / 13.86)	0.01 (25.13 / 25.01)	0.01 (16.79 / 16.66)	0 (26.15 / 26.07)	0.17 (7.85 / 6.87)
 	Percentile (%)	56.065	39.152	50.744	49.651	40.525	23.93
arginine-tRNA ligase activity	FC (WS / NS)	0.01 (7.83 / 7.78)	-1.65 (1 / 5.3)	0.01 (8.64 / 8.55)	-	0 (13.34 / 13.33)	0.03 (-5.74 / -5.65)
 	Percentile (%)	56.09	87.809	47.494	-	40.76	42.712
actin binding	FC (WS / NS)	0.01 (5.61 / 5.58)	-1.08 (1 / 3.23)	-	-	-	-
 	Percentile (%)	56.216	80.913	-	-	-	-
nucleotidyltransferase activity	FC (WS / NS)	0.01 (10.82 / 10.75)	0.02 (11.03 / 10.88)	0 (16.57 / 16.57)	0.02 (11.32 / 11.16)	0 (19.77 / 19.82)	-0.06 (-1.58 / -1.6)
 	Percentile (%)	56.291	44.634	65.141	47.937	43.762	52.067
catalytic activity	FC (WS / NS)	0.01 (15.79 / 15.71)	0 (16.26 / 16.25)	0 (25.74 / 25.72)	0 (17.39 / 17.44)	0.03 (24.56 / 24.11)	0.12 (8.38 / 7.62)
 	Percentile (%)	56.366	46.467	52.575	52.413	36.726	30.094
cation binding	FC (WS / NS)	0.01 (13.8 / 13.73)	0 (13.33 / 13.34)	0.01 (23.21 / 23)	0.01 (15.18 / 15.11)	0.04 (24.66 / 24)	0.23 (5.84 / 4.85)
 	Percentile (%)	56.416	52.058	47.7	50.381	33.912	17.766
NAD binding	FC (WS / NS)	0.01 (10.28 / 10.24)	0.17 (7.17 / 6.25)	0.02 (14.69 / 14.52)	-0.34 (4.81 / 6.38)	0.03 (18.11 / 17.75)	-2.11 (-1.26 / -2.13)
 	Percentile (%)	56.541	24.414	46.944	75.651	36.585	95.504
dUTP diphosphatase activity	FC (WS / NS)	0.01 (4.25 / 4.23)	-1.32 (0 / 1.49)	0.07 (5 / 4.7)	-	-0.37 (6.86 / 9.16)	-
 	Percentile (%)	56.566	83.243	34.401	-	74.343	-
3-oxo-glutaryl-[acp] methyl ester reductase activity	FC (WS / NS)	0.01 (6.77 / 6.74)	-	-	-	0.24 (8.21 / 6.81)	-
 	Percentile (%)	56.642	-	-	-	15.338	-
3-oxo-pimeloyl-[acp] methyl ester reductase activity	FC (WS / NS)	0.01 (6.77 / 6.74)	-	-	-	0.24 (8.21 / 6.81)	-
 	Percentile (%)	56.667	-	-	-	15.385	-
S-acyltransferase activity	FC (WS / NS)	0 (6.94 / 6.92)	0.16 (8.06 / 7.11)	0 (9.31 / 9.31)	-1.8 (1 / 5.95)	-0.19 (9.8 / 11.31)	0.42 (-8.36 / -6.51)
 	Percentile (%)	56.867	24.786	52.827	89.683	65.807	8.702
ion binding	FC (WS / NS)	0 (14.95 / 14.9)	0.02 (14.51 / 14.35)	0 (25.17 / 25.09)	0.01 (16.62 / 16.55)	0.01 (26.58 / 26.38)	0.16 (7.84 / 6.92)
 	Percentile (%)	56.917	44.712	51.385	50.508	39.259	24.656
FAD binding	FC (WS / NS)	0 (4.17 / 4.15)	-1.8 (0 / 2.49)	-	-0.3 (6.46 / 8.18)	-1.58 (0 / 2)	-
 	Percentile (%)	56.967	89.455	-	73.46	84.24	-
small molecule binding	FC (WS / NS)	0 (14.43 / 14.38)	0.05 (14.85 / 14.26)	0.01 (25.56 / 25.46)	0.01 (16.73 / 16.64)	0 (26.16 / 26.09)	0.16 (8.29 / 7.33)
 	Percentile (%)	56.992	39.307	50.95	50.317	40.572	24.946
fatty acid synthase activity	FC (WS / NS)	0 (8.51 / 8.48)	0.03 (9.17 / 8.98)	0.03 (12.26 / 12.02)	-	0.02 (12.71 / 12.48)	-0.27 (-3.44 / -3.95)
 	Percentile (%)	57.093	43.283	43.168	-	36.961	72.951
ADP-glyceromanno-heptose 6-epimerase activity	FC (WS / NS)	0 (5.21 / 5.19)	0.14 (5.04 / 4.49)	-	-	2.85 (6.22 / 0)	-
 	Percentile (%)	57.118	33.142	-	-	2.72	-
hydrolase activity, acting on ester bonds	FC (WS / NS)	0 (10.71 / 10.67)	-0.01 (11.54 / 11.67)	-0.01 (17.54 / 17.73)	0.01 (11.41 / 11.28)	-0.03 (16.46 / 16.8)	-0.63 (-1.96 / -2.49)
 	Percentile (%)	57.168	53.098	69.078	48.603	48.358	88.47
glycerone kinase activity	FC (WS / NS)	0 (6.86 / 6.84)	-2.29 (0 / 3.91)	-1.07 (2 / 5.29)	-	0.13 (14.09 / 12.79)	-
 	Percentile (%)	57.243	92.841	91.669	-	20.826	-
amino acid binding	FC (WS / NS)	0 (8.43 / 8.4)	0.1 (4.25 / 3.91)	-0.01 (13.52 / 13.64)	0.13 (6.78 / 6.09)	-0.04 (13.11 / 13.48)	0.05 (-2.58 / -2.53)
 	Percentile (%)	57.268	34.586	68.231	27.968	49.672	40.247
UDP-N-acetylglucosamine diphosphorylase activity	FC (WS / NS)	0 (6.19 / 6.17)	0.03 (6.02 / 5.86)	0.02 (6.09 / 5.98)	-	0.14 (12.94 / 11.68)	-0.44 (-6.95 / -9.05)
 	Percentile (%)	57.343	42.538	44.564	-	20.216	82.814
glucosamine-1-phosphate N-acetyltransferase activity	FC (WS / NS)	0 (6.19 / 6.17)	0.03 (6.02 / 5.86)	0.02 (6.09 / 5.98)	-	0.14 (12.94 / 11.68)	-0.34 (-8.95 / -11.05)
 	Percentile (%)	57.419	42.553	44.61	-	20.31	77.302
transition metal ion binding	FC (WS / NS)	0 (12.02 / 11.99)	-0.02 (11.67 / 11.89)	0 (20.18 / 20.12)	-0.01 (12.15 / 12.25)	-0.01 (20.29 / 20.51)	0.42 (2.91 / 1.92)
 	Percentile (%)	57.469	53.875	51.682	53.333	46.764	8.629
pyridoxal phosphate binding	FC (WS / NS)	0 (9.5 / 9.5)	-0.16 (7.59 / 8.57)	-0.07 (14.89 / 15.65)	-	-0.03 (16.48 / 16.8)	0.67 (-4.5 / -3.2)
 	Percentile (%)	57.719	59.404	74.662	-	47.608	5.149
vitamin B6 binding	FC (WS / NS)	0 (9.5 / 9.5)	-0.16 (7.59 / 8.57)	-0.07 (14.89 / 15.65)	-2.32 (0 / 4)	-0.03 (16.48 / 16.8)	0.67 (-4.5 / -3.2)
 	Percentile (%)	57.744	59.419	74.685	92.698	47.655	5.221
3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	FC (WS / NS)	0 (6.78 / 6.78)	-0.05 (5.81 / 6.06)	0.6 (6.29 / 3.81)	-	0.17 (9.56 / 8.39)	-0.21 (-6.53 / -7.41)
 	Percentile (%)	57.769	55.692	14.58	-	17.824	66.062
N-acyltransferase activity	FC (WS / NS)	0 (7.61 / 7.61)	0 (7.65 / 7.66)	0.02 (10.97 / 10.77)	1.1 (4.52 / 1.58)	0.13 (13.01 / 11.81)	-0.93 (-4.09 / -6.9)
 	Percentile (%)	57.92	52.151	43.809	6.762	20.872	92.821
binding	FC (WS / NS)	0 (15.79 / 15.79)	0.01 (16.5 / 16.33)	0 (27.22 / 27.16)	0 (18.56 / 18.52)	0.01 (26.91 / 26.66)	0.14 (10.56 / 9.53)
 	Percentile (%)	57.945	45.038	51.82	51.238	38.79	27.774
hydrolase activity, acting on acid anhydrides	FC (WS / NS)	0 (12.25 / 12.25)	0.06 (13.89 / 13.33)	0.01 (22.08 / 21.91)	0.01 (14.83 / 14.74)	0.04 (24 / 23.34)	0.2 (4.14 / 3.46)
 	Percentile (%)	57.97	39.261	48.501	50.159	33.443	20.74
pyrophosphatase activity	FC (WS / NS)	0 (12.25 / 12.25)	0.05 (13.28 / 12.75)	0.01 (21.23 / 21.03)	0.01 (14.14 / 14.02)	0.04 (24 / 23.34)	0.23 (3.26 / 2.64)
 	Percentile (%)	58.045	39.447	47.723	49.365	33.396	17.186
hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	FC (WS / NS)	0 (12.25 / 12.25)	0.06 (13.62 / 13.07)	0.01 (21.71 / 21.53)	0.01 (14.52 / 14.42)	0.04 (24 / 23.34)	0.21 (3.76 / 3.11)
 	Percentile (%)	58.07	39.292	48.318	49.873	33.49	19.144
anion binding	FC (WS / NS)	0 (14.14 / 14.14)	0.04 (13 / 12.57)	0 (23.62 / 23.62)	0 (15.33 / 15.29)	0 (26.14 / 26.07)	0.19 (6.37 / 5.46)
 	Percentile (%)	58.17	41.062	52.895	50.794	40.619	21.61
catalytic activity, acting on DNA	FC (WS / NS)	0 (9.48 / 9.48)	0.06 (9.75 / 9.29)	0 (13.3 / 13.32)	0.03 (9.04 / 8.85)	0.08 (14.84 / 13.94)	-0.3 (-6.33 / -7.54)
 	Percentile (%)	58.221	38.422	65.53	45.587	25.516	75.199
organic cyclic compound binding	FC (WS / NS)	0 (15.19 / 15.2)	0.02 (15.63 / 15.39)	0 (26.11 / 26.03)	0 (17.35 / 17.33)	0.01 (26.54 / 26.38)	0.15 (9.52 / 8.47)
 	Percentile (%)	58.246	43.966	51.431	51.333	39.587	26.613
heterocyclic compound binding	FC (WS / NS)	0 (15.19 / 15.2)	0.02 (15.63 / 15.39)	0 (26.11 / 26.03)	0 (17.35 / 17.33)	0.01 (26.54 / 26.38)	0.15 (9.52 / 8.47)
 	Percentile (%)	58.271	43.982	51.453	51.302	39.634	26.686
metal ion transmembrane transporter activity	FC (WS / NS)	0 (7.61 / 7.62)	-0.27 (5.46 / 6.79)	-0.03 (13.22 / 13.55)	-0.07 (8.35 / 8.82)	-0.14 (9.24 / 10.3)	-
 	Percentile (%)	58.296	62.432	72.282	58.254	63.321	-
nucleoside binding	FC (WS / NS)	0 (11.78 / 11.8)	0.08 (13.25 / 12.48)	0.01 (23.87 / 23.77)	0 (8.58 / 8.55)	0.04 (24.27 / 23.56)	0.19 (6.6 / 5.66)
 	Percentile (%)	58.546	35.937	50.835	50.825	32.27	21.537
